cloud,region,instance_type,pricing_tier,payment_option,cost_per_hour,currency,source,fetched_at
AZURE,northeurope,Standard_E96a_v4,reserved_3y,NA,2.544787,USD,Azure Retail Prices API,2025-12-18T04:45:30.969727
AZURE,northeurope,Standard_E96a_v4,spot,NA,1.447675,USD,Azure Retail Prices API,2025-12-18T04:45:29.009770
AZURE,northeurope,Standard_E96ads_v5,on_demand,NA,11.424,USD,Azure Retail Prices API,2025-12-18T04:45:29.010056
AZURE,northeurope,Standard_E96ads_v5,reserved_1y,NA,4.134703,USD,Azure Retail Prices API,2025-12-18T04:45:30.970589
AZURE,northeurope,Standard_E96ads_v5,reserved_3y,NA,2.663052,USD,Azure Retail Prices API,2025-12-18T04:45:30.970594
AZURE,northeurope,Standard_E96ads_v5,spot,NA,1.570493,USD,Azure Retail Prices API,2025-12-18T04:45:29.010803
AZURE,northeurope,Standard_E96ads_v6,on_demand,NA,7.776,USD,Azure Retail Prices API,2025-12-18T04:45:29.010352
AZURE,northeurope,Standard_E96ads_v6,reserved_1y,NA,4.587785,USD,Azure Retail Prices API,2025-12-18T04:45:30.971113
AZURE,northeurope,Standard_E96ads_v6,reserved_3y,NA,2.954871,USD,Azure Retail Prices API,2025-12-18T04:45:30.971117
AZURE,northeurope,Standard_E96ads_v6,spot,NA,1.437005,USD,Azure Retail Prices API,2025-12-18T04:45:29.009959
AZURE,northeurope,Standard_E96as_v4,on_demand,NA,6.768,USD,Azure Retail Prices API,2025-12-18T04:45:29.010980
AZURE,northeurope,Standard_E96as_v4,reserved_1y,NA,3.978082,USD,Azure Retail Prices API,2025-12-18T04:45:30.972286
AZURE,northeurope,Standard_E96as_v4,reserved_3y,NA,2.544787,USD,Azure Retail Prices API,2025-12-18T04:45:30.972292
AZURE,northeurope,Standard_E96as_v4,spot,NA,1.447675,USD,Azure Retail Prices API,2025-12-18T04:45:29.009560
AZURE,northeurope,Standard_E96as_v5,on_demand,NA,10.512,USD,Azure Retail Prices API,2025-12-18T04:45:29.010224
AZURE,northeurope,Standard_E96as_v5,reserved_1y,NA,3.596689,USD,Azure Retail Prices API,2025-12-18T04:45:30.972084
AZURE,northeurope,Standard_E96as_v5,reserved_3y,NA,2.316476,USD,Azure Retail Prices API,2025-12-18T04:45:30.972089
AZURE,northeurope,Standard_E96as_v5,spot,NA,1.366114,USD,Azure Retail Prices API,2025-12-18T04:45:29.010100
AZURE,northeurope,Standard_E96ds_v5,on_demand,NA,7.68,USD,Azure Retail Prices API,2025-12-18T04:45:29.010436
AZURE,northeurope,Standard_E96ds_v5,reserved_1y,NA,4.531164,USD,Azure Retail Prices API,2025-12-18T04:45:30.971232
AZURE,northeurope,Standard_E96ds_v5,reserved_3y,NA,2.918417,USD,Azure Retail Prices API,2025-12-18T04:45:30.971237
AZURE,northeurope,Standard_E96ds_v5,spot,NA,2.086656,USD,Azure Retail Prices API,2025-12-18T04:45:29.011048
AZURE,northeurope,Standard_E96ds_v6,on_demand,NA,8.783,USD,Azure Retail Prices API,2025-12-18T04:45:29.011157
AZURE,northeurope,Standard_E96ds_v6,reserved_1y,NA,5.445434,USD,Azure Retail Prices API,2025-12-18T04:45:30.972452
AZURE,northeurope,Standard_E96ds_v6,reserved_3y,NA,3.425381,USD,Azure Retail Prices API,2025-12-18T04:45:30.972457
AZURE,northeurope,Standard_E96ds_v6,spot,NA,1.623098,USD,Azure Retail Prices API,2025-12-18T04:45:29.010337
AZURE,northeurope,Standard_E96pds_v6,on_demand,NA,6.269,USD,Azure Retail Prices API,2025-12-18T04:45:29.010179
AZURE,northeurope,Standard_E96pds_v6,reserved_1y,NA,3.69863,USD,Azure Retail Prices API,2025-12-18T04:45:30.970814
AZURE,northeurope,Standard_E96pds_v6,reserved_3y,NA,2.382154,USD,Azure Retail Prices API,2025-12-18T04:45:30.970819
AZURE,northeurope,Standard_E96pds_v6,spot,NA,1.158511,USD,Azure Retail Prices API,2025-12-18T04:45:29.009947
AZURE,northeurope,Standard_E96ps_v6,on_demand,NA,4.944,USD,Azure Retail Prices API,2025-12-18T04:45:29.010918
AZURE,northeurope,Standard_E96ps_v6,reserved_1y,NA,2.917009,USD,Azure Retail Prices API,2025-12-18T04:45:30.972138
AZURE,northeurope,Standard_E96ps_v6,reserved_3y,NA,1.878729,USD,Azure Retail Prices API,2025-12-18T04:45:30.972143
AZURE,northeurope,Standard_E96ps_v6,spot,NA,0.913651,USD,Azure Retail Prices API,2025-12-18T04:45:29.010948
AZURE,northeurope,Standard_E96s_v5,on_demand,NA,6.768,USD,Azure Retail Prices API,2025-12-18T04:45:29.010538
AZURE,northeurope,Standard_E96s_v5,reserved_1y,NA,3.925457,USD,Azure Retail Prices API,2025-12-18T04:45:30.971399
AZURE,northeurope,Standard_E96s_v5,reserved_3y,NA,2.504148,USD,Azure Retail Prices API,2025-12-18T04:45:30.971404
AZURE,northeurope,Standard_E96s_v5,spot,NA,1.939709,USD,Azure Retail Prices API,2025-12-18T04:45:29.009592
AZURE,northeurope,Standard_EC16ads_v5,on_demand,NA,1.168,USD,Azure Retail Prices API,2025-12-18T04:45:29.011431
AZURE,northeurope,Standard_EC16ads_v5,reserved_1y,NA,0.934361,USD,Azure Retail Prices API,2025-12-18T04:45:30.972681
AZURE,northeurope,Standard_EC16ads_v5,reserved_3y,NA,0.700799,USD,Azure Retail Prices API,2025-12-18T04:45:30.972687
AZURE,northeurope,Standard_EC16ads_v5,spot,NA,0.220402,USD,Azure Retail Prices API,2025-12-18T04:45:29.010520
AZURE,northeurope,Standard_EC16ads_v6,on_demand,NA,1.296,USD,Azure Retail Prices API,2025-12-18T04:45:29.010618
AZURE,northeurope,Standard_EC16ads_v6,reserved_1y,NA,0.764612,USD,Azure Retail Prices API,2025-12-18T04:45:30.971525
AZURE,northeurope,Standard_EC16ads_v6,reserved_3y,NA,0.492466,USD,Azure Retail Prices API,2025-12-18T04:45:30.971531
AZURE,northeurope,Standard_EC16ads_v6,spot,NA,0.239501,USD,Azure Retail Prices API,2025-12-18T04:45:29.011409
AZURE,northeurope,Standard_EC16as_v5,on_demand,NA,1.016,USD,Azure Retail Prices API,2025-12-18T04:45:29.010313
AZURE,northeurope,Standard_EC16as_v5,reserved_1y,NA,0.812785,USD,Azure Retail Prices API,2025-12-18T04:45:30.971003
AZURE,northeurope,Standard_EC16as_v5,reserved_3y,NA,0.609589,USD,Azure Retail Prices API,2025-12-18T04:45:30.971008
AZURE,northeurope,Standard_EC16as_v5,spot,NA,0.191719,USD,Azure Retail Prices API,2025-12-18T04:45:29.010749
AZURE,northeurope,Standard_EC16as_v6,on_demand,NA,1.064,USD,Azure Retail Prices API,2025-12-18T04:45:29.009636
AZURE,northeurope,Standard_EC16as_v6,reserved_1y,NA,0.62774,USD,Azure Retail Prices API,2025-12-18T04:45:30.969731
AZURE,northeurope,Standard_EC16as_v6,reserved_3y,NA,0.404338,USD,Azure Retail Prices API,2025-12-18T04:45:30.969736
AZURE,northeurope,Standard_EC16as_v6,spot,NA,0.196627,USD,Azure Retail Prices API,2025-12-18T04:45:29.011522
AZURE,northeurope,Standard_EC20ads_v5,on_demand,NA,1.46,USD,Azure Retail Prices API,2025-12-18T04:45:29.010162
AZURE,northeurope,Standard_EC20ads_v5,reserved_1y,NA,1.168037,USD,Azure Retail Prices API,2025-12-18T04:45:30.970611
AZURE,northeurope,Standard_EC20ads_v5,reserved_3y,NA,0.875989,USD,Azure Retail Prices API,2025-12-18T04:45:30.970616
AZURE,northeurope,Standard_EC20ads_v5,spot,NA,0.275502,USD,Azure Retail Prices API,2025-12-18T04:45:29.010600
AZURE,northeurope,Standard_EC20as_v5,on_demand,NA,1.27,USD,Azure Retail Prices API,2025-12-18T04:45:29.010160
AZURE,northeurope,Standard_EC20as_v5,reserved_1y,NA,1.015982,USD,Azure Retail Prices API,2025-12-18T04:45:30.970600
AZURE,northeurope,Standard_EC20as_v5,reserved_3y,NA,0.761986,USD,Azure Retail Prices API,2025-12-18T04:45:30.970605
AZURE,northeurope,Standard_EC20as_v5,spot,NA,0.239649,USD,Azure Retail Prices API,2025-12-18T04:45:29.010846
AZURE,northeurope,Standard_EC2ads_v6,on_demand,NA,0.162,USD,Azure Retail Prices API,2025-12-18T04:45:29.009764
AZURE,northeurope,Standard_EC2ads_v6,reserved_1y,NA,0.095548,USD,Azure Retail Prices API,2025-12-18T04:45:30.969992
AZURE,northeurope,Standard_EC2ads_v6,reserved_3y,NA,0.061568,USD,Azure Retail Prices API,2025-12-18T04:45:30.969997
AZURE,northeurope,Standard_EC2ads_v6,spot,NA,0.029938,USD,Azure Retail Prices API,2025-12-18T04:45:29.009633
AZURE,northeurope,Standard_EC2as_v6,on_demand,NA,0.133,USD,Azure Retail Prices API,2025-12-18T04:45:29.010586
AZURE,northeurope,Standard_EC2as_v6,reserved_1y,NA,0.078425,USD,Azure Retail Prices API,2025-12-18T04:45:30.971472
AZURE,northeurope,Standard_EC2as_v6,reserved_3y,NA,0.050533,USD,Azure Retail Prices API,2025-12-18T04:45:30.971477
AZURE,northeurope,Standard_EC2as_v6,spot,NA,0.024578,USD,Azure Retail Prices API,2025-12-18T04:45:29.010064
AZURE,northeurope,Standard_EC32ads_v5,on_demand,NA,2.336,USD,Azure Retail Prices API,2025-12-18T04:45:29.009688
AZURE,northeurope,Standard_EC32ads_v5,reserved_1y,NA,1.868836,USD,Azure Retail Prices API,2025-12-18T04:45:30.969841
AZURE,northeurope,Standard_EC32ads_v5,reserved_3y,NA,1.401598,USD,Azure Retail Prices API,2025-12-18T04:45:30.969846
AZURE,northeurope,Standard_EC32ads_v5,spot,NA,0.440803,USD,Azure Retail Prices API,2025-12-18T04:45:29.010667
AZURE,northeurope,Standard_EC32ads_v6,on_demand,NA,2.592,USD,Azure Retail Prices API,2025-12-18T04:45:29.010407
AZURE,northeurope,Standard_EC32ads_v6,reserved_1y,NA,1.529224,USD,Azure Retail Prices API,2025-12-18T04:45:30.971180
AZURE,northeurope,Standard_EC32ads_v6,reserved_3y,NA,0.98497,USD,Azure Retail Prices API,2025-12-18T04:45:30.971186
AZURE,northeurope,Standard_EC32ads_v6,spot,NA,0.479002,USD,Azure Retail Prices API,2025-12-18T04:45:29.009644
AZURE,northeurope,Standard_EC32as_v5,on_demand,NA,2.032,USD,Azure Retail Prices API,2025-12-18T04:45:29.010004
AZURE,northeurope,Standard_EC32as_v5,reserved_1y,NA,1.625571,USD,Azure Retail Prices API,2025-12-18T04:45:30.970345
AZURE,northeurope,Standard_EC32as_v5,reserved_3y,NA,1.219216,USD,Azure Retail Prices API,2025-12-18T04:45:30.970350
AZURE,northeurope,Standard_EC32as_v5,spot,NA,0.383438,USD,Azure Retail Prices API,2025-12-18T04:45:29.010743
AZURE,northeurope,Standard_EC32as_v6,on_demand,NA,2.128,USD,Azure Retail Prices API,2025-12-18T04:45:29.011444
AZURE,northeurope,Standard_EC32as_v6,reserved_1y,NA,1.255479,USD,Azure Retail Prices API,2025-12-18T04:45:30.972692
AZURE,northeurope,Standard_EC32as_v6,reserved_3y,NA,0.808638,USD,Azure Retail Prices API,2025-12-18T04:45:30.972696
AZURE,northeurope,Standard_EC32as_v6,spot,NA,0.393254,USD,Azure Retail Prices API,2025-12-18T04:45:29.010879
AZURE,northeurope,Standard_EC48ads_v5,on_demand,NA,3.504,USD,Azure Retail Prices API,2025-12-18T04:45:29.011476
AZURE,northeurope,Standard_EC48ads_v5,reserved_1y,NA,2.803196,USD,Azure Retail Prices API,2025-12-18T04:45:30.972729
AZURE,northeurope,Standard_EC48ads_v5,reserved_3y,NA,2.102397,USD,Azure Retail Prices API,2025-12-18T04:45:30.972734
AZURE,northeurope,Standard_EC48ads_v5,spot,NA,0.661205,USD,Azure Retail Prices API,2025-12-18T04:45:29.010820
AZURE,northeurope,Standard_EC48ads_v6,on_demand,NA,3.888,USD,Azure Retail Prices API,2025-12-18T04:45:29.010910
AZURE,northeurope,Standard_EC48ads_v6,reserved_1y,NA,2.29395,USD,Azure Retail Prices API,2025-12-18T04:45:30.972115
AZURE,northeurope,Standard_EC48ads_v6,reserved_3y,NA,1.477435,USD,Azure Retail Prices API,2025-12-18T04:45:30.972121
AZURE,northeurope,Standard_EC48ads_v6,spot,NA,0.718502,USD,Azure Retail Prices API,2025-12-18T04:45:29.010664
AZURE,northeurope,Standard_EC48as_v5,on_demand,NA,3.048,USD,Azure Retail Prices API,2025-12-18T04:45:29.010125
AZURE,northeurope,Standard_EC48as_v5,reserved_1y,NA,2.438356,USD,Azure Retail Prices API,2025-12-18T04:45:30.970530
AZURE,northeurope,Standard_EC48as_v5,reserved_3y,NA,1.828805,USD,Azure Retail Prices API,2025-12-18T04:45:30.970534
AZURE,northeurope,Standard_EC48as_v5,spot,NA,0.575158,USD,Azure Retail Prices API,2025-12-18T04:45:29.010517
AZURE,northeurope,Standard_EC48as_v6,on_demand,NA,3.192,USD,Azure Retail Prices API,2025-12-18T04:45:29.009885
AZURE,northeurope,Standard_EC48as_v6,reserved_1y,NA,1.883333,USD,Azure Retail Prices API,2025-12-18T04:45:30.970199
AZURE,northeurope,Standard_EC48as_v6,reserved_3y,NA,1.212976,USD,Azure Retail Prices API,2025-12-18T04:45:30.970204
AZURE,northeurope,Standard_EC48as_v6,spot,NA,0.589882,USD,Azure Retail Prices API,2025-12-18T04:45:29.010624
AZURE,northeurope,Standard_EC4ads_v5,on_demand,NA,0.292,USD,Azure Retail Prices API,2025-12-18T04:45:29.010779
AZURE,northeurope,Standard_EC4ads_v5,reserved_1y,NA,0.233562,USD,Azure Retail Prices API,2025-12-18T04:45:30.971877
AZURE,northeurope,Standard_EC4ads_v5,reserved_3y,NA,0.17519,USD,Azure Retail Prices API,2025-12-18T04:45:30.971882
AZURE,northeurope,Standard_EC4ads_v5,spot,NA,0.0551,USD,Azure Retail Prices API,2025-12-18T04:45:29.010340
AZURE,northeurope,Standard_EC4ads_v6,on_demand,NA,0.324,USD,Azure Retail Prices API,2025-12-18T04:45:29.009554
AZURE,northeurope,Standard_EC4ads_v6,reserved_1y,NA,0.19121,USD,Azure Retail Prices API,2025-12-18T04:45:30.969525
AZURE,northeurope,Standard_EC4ads_v6,reserved_3y,NA,0.123135,USD,Azure Retail Prices API,2025-12-18T04:45:30.969530
AZURE,northeurope,Standard_EC4ads_v6,spot,NA,0.059875,USD,Azure Retail Prices API,2025-12-18T04:45:29.010731
AZURE,northeurope,Standard_EC4as_v5,on_demand,NA,0.254,USD,Azure Retail Prices API,2025-12-18T04:45:29.010576
AZURE,northeurope,Standard_EC4as_v5,reserved_1y,NA,0.203196,USD,Azure Retail Prices API,2025-12-18T04:45:30.971451
AZURE,northeurope,Standard_EC4as_v5,reserved_3y,NA,0.152397,USD,Azure Retail Prices API,2025-12-18T04:45:30.971456
AZURE,northeurope,Standard_EC4as_v5,spot,NA,0.04793,USD,Azure Retail Prices API,2025-12-18T04:45:29.010422
AZURE,northeurope,Standard_EC4as_v6,on_demand,NA,0.266,USD,Azure Retail Prices API,2025-12-18T04:45:29.009730
AZURE,northeurope,Standard_EC4as_v6,reserved_1y,NA,0.156963,USD,Azure Retail Prices API,2025-12-18T04:45:30.969924
AZURE,northeurope,Standard_EC4as_v6,reserved_3y,NA,0.101065,USD,Azure Retail Prices API,2025-12-18T04:45:30.969929
AZURE,northeurope,Standard_EC4as_v6,spot,NA,0.049157,USD,Azure Retail Prices API,2025-12-18T04:45:29.010549
AZURE,northeurope,Standard_EC64ads_v5,on_demand,NA,4.672,USD,Azure Retail Prices API,2025-12-18T04:45:29.010965
AZURE,northeurope,Standard_EC64ads_v5,reserved_1y,NA,3.737557,USD,Azure Retail Prices API,2025-12-18T04:45:30.972241
AZURE,northeurope,Standard_EC64ads_v5,reserved_3y,NA,2.803196,USD,Azure Retail Prices API,2025-12-18T04:45:30.972247
AZURE,northeurope,Standard_EC64ads_v5,spot,NA,0.881606,USD,Azure Retail Prices API,2025-12-18T04:45:29.010128
AZURE,northeurope,Standard_EC64ads_v6,on_demand,NA,5.184,USD,Azure Retail Prices API,2025-12-18T04:45:29.010042
AZURE,northeurope,Standard_EC64ads_v6,reserved_1y,NA,3.058562,USD,Azure Retail Prices API,2025-12-18T04:45:30.970376
AZURE,northeurope,Standard_EC64ads_v6,reserved_3y,NA,1.969901,USD,Azure Retail Prices API,2025-12-18T04:45:30.970381
AZURE,northeurope,Standard_EC64ads_v6,spot,NA,0.958003,USD,Azure Retail Prices API,2025-12-18T04:45:29.010540
AZURE,northeurope,Standard_EC64as_v5,on_demand,NA,4.064,USD,Azure Retail Prices API,2025-12-18T04:45:29.009519
AZURE,northeurope,Standard_EC64as_v5,reserved_1y,NA,3.251256,USD,Azure Retail Prices API,2025-12-18T04:45:30.969492
AZURE,northeurope,Standard_EC64as_v5,reserved_3y,NA,2.438394,USD,Azure Retail Prices API,2025-12-18T04:45:30.969497
AZURE,northeurope,Standard_EC64as_v5,spot,NA,0.766877,USD,Azure Retail Prices API,2025-12-18T04:45:29.010404
AZURE,northeurope,Standard_EC64as_v6,on_demand,NA,4.256,USD,Azure Retail Prices API,2025-12-18T04:45:29.011382
AZURE,northeurope,Standard_EC64as_v6,reserved_1y,NA,2.511073,USD,Azure Retail Prices API,2025-12-18T04:45:30.972647
AZURE,northeurope,Standard_EC64as_v6,reserved_3y,NA,1.617275,USD,Azure Retail Prices API,2025-12-18T04:45:30.972653
AZURE,northeurope,Standard_EC64as_v6,spot,NA,0.786509,USD,Azure Retail Prices API,2025-12-18T04:45:29.009908
AZURE,northeurope,Standard_EC8ads_v5,on_demand,NA,0.584,USD,Azure Retail Prices API,2025-12-18T04:45:29.010900
AZURE,northeurope,Standard_EC8ads_v5,reserved_1y,NA,0.467237,USD,Azure Retail Prices API,2025-12-18T04:45:30.972104
AZURE,northeurope,Standard_EC8ads_v5,reserved_3y,NA,0.350419,USD,Azure Retail Prices API,2025-12-18T04:45:30.972109
AZURE,northeurope,Standard_EC8ads_v5,spot,NA,0.110201,USD,Azure Retail Prices API,2025-12-18T04:45:29.009950
AZURE,northeurope,Standard_EC8ads_v6,on_demand,NA,0.648,USD,Azure Retail Prices API,2025-12-18T04:45:29.009727
AZURE,northeurope,Standard_EC8ads_v6,reserved_1y,NA,0.382306,USD,Azure Retail Prices API,2025-12-18T04:45:30.969916
AZURE,northeurope,Standard_EC8ads_v6,reserved_3y,NA,0.246233,USD,Azure Retail Prices API,2025-12-18T04:45:30.969920
AZURE,northeurope,Standard_EC8ads_v6,spot,NA,0.11975,USD,Azure Retail Prices API,2025-12-18T04:45:29.010855
AZURE,northeurope,Standard_EC8as_v5,on_demand,NA,0.508,USD,Azure Retail Prices API,2025-12-18T04:45:29.010719
AZURE,northeurope,Standard_EC8as_v5,reserved_1y,NA,0.406393,USD,Azure Retail Prices API,2025-12-18T04:45:30.971714
AZURE,northeurope,Standard_EC8as_v5,reserved_3y,NA,0.304795,USD,Azure Retail Prices API,2025-12-18T04:45:30.971720
AZURE,northeurope,Standard_EC8as_v5,spot,NA,0.09586,USD,Azure Retail Prices API,2025-12-18T04:45:29.011003
AZURE,northeurope,Standard_EC8as_v6,on_demand,NA,0.532,USD,Azure Retail Prices API,2025-12-18T04:45:29.010721
AZURE,northeurope,Standard_EC8as_v6,reserved_1y,NA,0.313927,USD,Azure Retail Prices API,2025-12-18T04:45:30.971726
AZURE,northeurope,Standard_EC8as_v6,reserved_3y,NA,0.202169,USD,Azure Retail Prices API,2025-12-18T04:45:30.971731
AZURE,northeurope,Standard_EC8as_v6,spot,NA,0.098314,USD,Azure Retail Prices API,2025-12-18T04:45:29.010001
AZURE,northeurope,Standard_EC96ads_v5,on_demand,NA,7.008,USD,Azure Retail Prices API,2025-12-18T04:45:29.010546
AZURE,northeurope,Standard_EC96ads_v5,reserved_1y,NA,5.606393,USD,Azure Retail Prices API,2025-12-18T04:45:30.971419
AZURE,northeurope,Standard_EC96ads_v5,reserved_3y,NA,4.204795,USD,Azure Retail Prices API,2025-12-18T04:45:30.971425
AZURE,northeurope,Standard_EC96ads_v5,spot,NA,1.32241,USD,Azure Retail Prices API,2025-12-18T04:45:29.011376
AZURE,northeurope,Standard_EC96ads_v6,on_demand,NA,7.776,USD,Azure Retail Prices API,2025-12-18T04:45:29.011202
AZURE,northeurope,Standard_EC96ads_v6,reserved_1y,NA,4.587785,USD,Azure Retail Prices API,2025-12-18T04:45:30.972485
AZURE,northeurope,Standard_EC96ads_v6,reserved_3y,NA,2.954871,USD,Azure Retail Prices API,2025-12-18T04:45:30.972489
AZURE,northeurope,Standard_EC96ads_v6,spot,NA,1.437005,USD,Azure Retail Prices API,2025-12-18T04:45:29.010322
AZURE,northeurope,Standard_EC96as_v5,on_demand,NA,6.096,USD,Azure Retail Prices API,2025-12-18T04:45:29.011101
AZURE,northeurope,Standard_EC96as_v5,reserved_1y,NA,4.876826,USD,Azure Retail Prices API,2025-12-18T04:45:30.972383
AZURE,northeurope,Standard_EC96as_v5,reserved_3y,NA,3.65761,USD,Azure Retail Prices API,2025-12-18T04:45:30.972388
AZURE,northeurope,Standard_EC96as_v5,spot,NA,1.150315,USD,Azure Retail Prices API,2025-12-18T04:45:29.010795
AZURE,northeurope,Standard_EC96as_v6,on_demand,NA,6.384,USD,Azure Retail Prices API,2025-12-18T04:45:29.010977
AZURE,northeurope,Standard_EC96as_v6,reserved_1y,NA,3.766553,USD,Azure Retail Prices API,2025-12-18T04:45:30.972275
AZURE,northeurope,Standard_EC96as_v6,reserved_3y,NA,2.425913,USD,Azure Retail Prices API,2025-12-18T04:45:30.972280
AZURE,northeurope,Standard_EC96as_v6,spot,NA,1.179763,USD,Azure Retail Prices API,2025-12-18T04:45:29.009473
AZURE,northeurope,Standard_F16,on_demand,NA,1.0164,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.379399
AZURE,northeurope,Standard_F16,reserved_1y,NA,0.60984,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.379408
AZURE,northeurope,Standard_F16,reserved_3y,NA,0.40656,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.379412
AZURE,northeurope,Standard_F16,spot,NA,0.30492,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.379403
AZURE,northeurope,Standard_F16s,on_demand,NA,1.0164,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.381709
AZURE,northeurope,Standard_F16s,reserved_1y,NA,0.60984,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.381717
AZURE,northeurope,Standard_F16s,reserved_3y,NA,0.40656,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.381721
AZURE,northeurope,Standard_F16s,spot,NA,0.30492,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.381713
AZURE,northeurope,Standard_F16s_v2,on_demand,NA,0.8624,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.384427
AZURE,northeurope,Standard_F16s_v2,reserved_1y,NA,0.51744,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.384439
AZURE,northeurope,Standard_F16s_v2,reserved_3y,NA,0.34496,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.384445
AZURE,northeurope,Standard_F16s_v2,spot,NA,0.25872,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.384434
AZURE,northeurope,Standard_F32s_v2,on_demand,NA,1.7248,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.385200
AZURE,northeurope,Standard_F32s_v2,reserved_1y,NA,1.03488,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.385210
AZURE,northeurope,Standard_F32s_v2,reserved_3y,NA,0.68992,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.385214
AZURE,northeurope,Standard_F32s_v2,spot,NA,0.51744,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.385205
AZURE,northeurope,Standard_F4,on_demand,NA,0.2541,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.377807
AZURE,northeurope,Standard_F4,reserved_1y,NA,0.15246,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.377815
AZURE,northeurope,Standard_F4,reserved_3y,NA,0.10164,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.377820
AZURE,northeurope,Standard_F4,spot,NA,0.07623,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.377811
AZURE,northeurope,Standard_F48s_v2,on_demand,NA,2.5872,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.386006
AZURE,northeurope,Standard_F48s_v2,reserved_1y,NA,1.55232,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.386014
AZURE,northeurope,Standard_F48s_v2,reserved_3y,NA,1.03488,USD,"Manual - Azure Databricks pricing (Linux, southeastasia)",2025-12-18T04:47:23.386021
